codes RNSR	Adresse	Provenance
200918462H	Univ Lorraine, Inst Jean Lamour UMR 7198, CNRS, F-54011 Nancy, France	CNRS
200918462H	Univ Lorraine, Inst Jean Lamour, CNRS, UMR 7198, F-54011 Nancy, France	CNRS
200918462H	Univ Lorraine, UL CNRS, UMR 7198, IJL, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS UMR 7198, Inst Jean Lamour, F-54500 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, UMR 7198, CC MEM,Inst Jean Lamour, F-54011 Nancy, France	CNRS
200918462H	Nancy Univ, UPV Metz, Ecole Mines Nancy, Inst Jean Lamour,Dept CP2S,CNRS,UMR 7198, F-54042 Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, UMR 7198, Inst Jean Lamour, F-54600 Villers Les Nancy, France	CNRS
200918462H	Univ Lorraine Nancy, Grp Phys Stat, Inst Jean Lamour, CNRS,UMR 7198, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, Inst Jean Lamour, CNRS, UMR 7198, Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, Inst Jean Lamour, Dept CP2S, CNRS,UMR 7198, F-54011 Nancy, France	CNRS
200918462H	Univ Nancy, CNRS, UMR 7198, Inst Jean Lamour, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, UMR 7198, Inst Jean Lamour, F-54506 Nancy, France	CNRS
200918462H	Nancy Univ, Inst Jean Lamour, CNRS, UMR 7198, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, Inst Jean Lamour, UMR 7198, F-54500 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, UMR 7198, Inst Jean Lamour, F-54042 Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, UMR 7198, Inst Jean Lamour, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, UMR 7198, Inst Jean Lamour, Nancy, France	CNRS
200918462H	Univ Lorraine, Inst Jean Lamour, CNRS, UMR 7198, F-54506 Nancy, France	CNRS
200918462H	Univ Lorraine, Inst Jean Lamour, UMR 7198, CNRS, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	CNRS, Inst Jean Lamour, UMR 7198, F-54011 Nancy, France	CNRS
200918462H	Univ Lorraine, Inst Jean Lamour, CNRS UMR 7198, F-54500 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, Grp Phys Stat, CNRS UMR 7198, Inst Jean Lamour, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Loraine, Inst Jean Lamour CP2S, CNRS, UMR 7198, F-54011 Nancy, France	CNRS
200918462H	Univ Lorraine, IJL, CNRS, UMR 7198, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	CNRS, Inst Jean Lamour, UMR 7198, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, Inst Jean Lamour, UMR 7198, Nancy, France	CNRS
200918462H	Inst Jean Lamour, CNRS, UMR 7198, CS 50840, F-54011 Nancy, France	CNRS
200918462H	CNRS Nancy Univ, Inst Jean Lamour, UMR 7198, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Inst Jean Lamour, CNRS, UMR 7198, F-54011 Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, UMR 7198, IJL, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, Inst Jean Lamour, UMR 7198,Lab Excellence DAMAS, F-54011 Nancy, France	CNRS
200918462H	Nancy Univ, CNRS UMR 7198, Inst Jean Lamour, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Ecole Mines, Inst Jean Lamour, CNRS UMR 7198, F-54042 Nancy, France	CNRS
200918462H	Univ Lorraine, Inst Jean Lamour, UMR 7198, CNRS, F-54000 Nancy, France	CNRS
200918462H	Inst Jean Lamour, CNRS, DptN2EV, UMR 7198, F-54042 Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, IJL, UMR 7198, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Nancy Univ, CNRS, UMR 7198, Inst Jean Lamour, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	UMR 7198 CNRS Univ Lorraine, Inst Jean Lamour, F-54011 Nancy, France	CNRS
200918462H	Univ Lorraine, Fac Sci, Inst Jean Lamour, CNRS,UMR 7198, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS UMR 7198, Inst Jean Lamour, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	UMR 7198 CNRS Univ Lorraine, FST, Inst Jean Lamour, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, UMR 7198, IJL, F-54500 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, Inst Jean Lamour, Dept P2M, Grp Phys Statist,CNRS UMR 7198, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, Inst Jean Lamour, CNRS, UMR 7198, F-54000 Nancy, France	CNRS
200918462H	CNRS Univ Lorraine, UMR 7198, Inst Jean Lamour, F-54011 Nancy, France	CNRS
200918462H	Univ Lorraine, Inst Jean Lamour, CNRS, CP2S,UMR 7198, Nancy, France	CNRS
200918462H	CNRS, UMR 7198, Inst Jean Lamour, F-54506 Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, IJL, F-54011 Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS, Inst Jean Lamour, UMR 7198, Vandoeuvre Les Nancy, France	CNRS
200918462H	Univ Lorraine, CNRS UMR 7198, Dept SI2M, Inst Jean Lamour, F-54011 Nancy, France	CNRS
200918462H	IJL, CNRS, UMR 7198, Grp Phys Stat, Nancy, France	CNRS
200918467N	Univ Strasbourg, CNRS, Fac Pharm, UDS,UMR 7200, F-67401 Illkirch Graffenstaden, France	CNRS
200918467N	Univ Strasbourg, Lab Innovat Therapeut, CNRS, UdS,LabEx Medalis,Fac Pharm,UMR 7200, F-67401 Illkirch Graffenstaden, France	CNRS
200918483F	Univ Strasbourg, Fac Pharm, CNRS, UMR 7199, F-67401 Illkirch Graffenstaden, France	CNRS
200918525B	CNRS, INSERM, U975, UMR 7225, Paris, France	CNRS
200918525B	Univ Paris 06, CNRS, UMR 7225, CRICM,UMR S975,INSERM,U975, Paris, France	CNRS
200918525B	UPMC Paris, INSERM, U975, CNRS UMR 7225, Paris, France	CNRS
200918525B	CNRS, UMR 7225, Paris, France	CNRS
200918525B	Hop La Pitie Salpetriere, CNRS, UMR 7225, Paris, France	CNRS
200918525B	Ctr Rech ICM UPMC, INSERM UMR S 975, CNRS UMR 7225, Paris, France	CNRS
200918525B	UPMC, Hop La Pitie Salpetriere, CNRS, UMR 7225, F-75651 Paris 13, France	CNRS
200918525B	Hop La Pitie Salpetriere, CNRS 7225, CRICM, Paris, France	CNRS
200918525B	CNRS, UMR 7225, F-75013 Paris, France	CNRS
200918525B	Sorbonne Univ, Univ Paris 06, CNRS, UM 75,U1127,UMR 7225,ICM, F-75013 Paris, France	CNRS
200918525B	Univ Paris 06, CNRS, INSERM U1127, ICM,UMR7225, Paris, France	CNRS
200918525B	CNRS, UMR 7225, ICM, Paris, France	CNRS
200918525B	Sorbonne Univ, Univ Paris 06, UM 75, ICM GH Pitie Salpetriere, Paris, France	CNRS
200918525B	Univ Paris 06, Sorbonne Univ, ICM GH Pitie Salpetriere, Inserm,CNRS,UMR 7225,U1127,UM 75, Paris, France	CNRS
200918525B	La Salpetriere Hosp, CNRS UMR 7225, CRICM UPMC INSERM UMR S 975, Paris, France	CNRS
200918525B	Univ Paris 06, Sorbonne Univ, ICM, UM 75, F-75005 Paris, France	CNRS
200918525B	CNRS, ICM, UMR 7225, F-75013 Paris, France	CNRS
200918525B	INSERM, ICM, U 1127, F-75013 Paris, France	CNRS
200918525B	CNRS UMR 7225, F-75013 Paris, France	CNRS
200918525B	CNRS, ICM, UMR 7225, Paris, France	CNRS
200918525B	Univ Paris 06, Sorbonne Univ, CNRS, UMR 7225,UMRS 1127,INSERM U1127, Paris, France	CNRS
200918525B	Univ Paris 06, INSERM U975, Ctr Rech Inst Cerveau Moelle, CNRS UMR 7225, Paris, France	CNRS
200918525B	UPMC Paris 6, Univ Paris 04, UMR S 1127, Inserm U1127,CNRS UMR 7225, F-75013 Paris, France	CNRS
200918525B	INSERM, U 1127, F-75013 Paris, France	CNRS
200918525B	CNRS, UMR ICM 7225, F-75013 Paris, France	CNRS
200918526C	CNRS, UMR 7210, F-75012 Paris, France	CNRS
200918526C	CNRS, UMR 7210, Paris, France	CNRS
200918526C	CNRS, Inst Vis, UMR 7210, Paris, France	CNRS
200918526C	UPMC, CNRS UMR 7210, INSERM UMR S 968, Inst Vis, F-75012 Paris, France	CNRS
200918526C	Univ Paris 06, UMR S968, INSERM, Vis Inst,CNRS,CHNO Quinze Vingts,UMR 7210, F-75012 Paris, France	CNRS
200919198H	Univ Paris 06, Lab React Surface, UMR 7197 CNRS, F-94200 Ivry, France	CNRS
200919198H	UPMC Univ Paris 6 CNRS, Lab Reactivite Surface, UMR 7197, F-94200 Ivry, France	CNRS
200919198H	Univ Paris 06, CNRS, UMR 7197, Lab Reactivite Surface, F-94200 Ivry, France	CNRS
200919198H	CNRS, UMR 7197, Lab React Surface, F-75005 Paris, France	CNRS
200919198H	CNRS, UMR 7197, Lab Reactivite Surface, F-75005 Paris, France	CNRS
200919198H	CNRS, Lab React Surface, UMR 7197, F-75005 Paris, France	CNRS
200919198H	CNRS, Lab Reactivite Surface, UMR 7197, F-75005 Paris, France	CNRS
200919198H	Univ Paris 06, UPMC, Lab Reactivite Surface, Univ Sorbonne,CNRS,UMR 7197, F-75005 Paris, France	CNRS
200919198H	Univ Paris 06, Sorbonne Univ, LRS, UMR 7197, F-75005 Paris, France	CNRS
200919198H	Univ Paris 06, Lab Reactivite Surface, LRS UMR UPMC CNRS 7197, F-75252 Paris 05, France	CNRS
200919198H	CNRS, UMR 7197, Lab Reactiv Surface, F-75005 Paris, France	CNRS
200919198H	UPMC Univ Paris 06, Sorbonne Univ, CNRS UMR 7197, Lab React Surface, F-75005 Paris, France	CNRS
200919198H	Univ Paris 06, UMR 7197, CNRS, Lab React Surface, F-94200 Ivry, France	CNRS
200919198H	CNRS UMR 7197, Lab React Surface, F-75005 Paris, France	CNRS
200919198H	Univ Paris 06, CNRS, Sorbonne Univ, Lab React Surface,UMR 7197, F-75005 Paris, France	CNRS
200919203N	Univ Paris Diderot, Lab AIM Paris Saclay, CNRS INSU, CEA IRFU SAp, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CE Saclay, CEA DSM Irfu CNRS, Lab AIM Paris Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris 07, IRFU SAp SEDI, CEA DSM CNRS, Serv Astrophys,CEA Saclay,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Lab AIM Paris Saclay, UMR 7158, CEA,IRFU,CNRS,INSU,CE Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Irfu Serv Astrophys, AIM CEA DSM CNRS, UMR 7158, F-91191 Gif Sur Yvette C, France	CNRS
200919203N	Univ Paris Diderot, CEA DSM CNRS, CE Saclay, IRFU,Lab AIM,Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA DSM, IRFU Serv Astrophys, Lab AIM,CNRS,CEA Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, CNRS, CEA,DSM,IRFU,Serv Astrophys,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, IRFU SAp Ctr Saclay, CNRS, CEA DSM,Lab AIM Paris Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, CEA DSM Irfu, Lab AIM Paris Saclay,CE Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA DSM CNRS, IRFU Serv Astrophys, Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, CNRS, CEA DSM,Lab AIM,IRFU,Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA DSM CNRS, Lab AIM, IRFU SAp,Ctr Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, DSM CNRS, Lab AIM,CEA IRFU Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CE Saclay, Irfu CNRS, Lab AIM Paris Saclay,CEA,DSM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, CEA DSM, Lab AIM,IRFU Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA, Irfu Serv Astrophys, Univ Paris Diderot, CEA DSM CNRS,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA DSM CNRS, AIM, Irfu,Ctr Saclay,UMR E 9005,Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, Lab AIM UMR E CEA DSM CNRS 9005, CNRS,Irfu Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, CEA DSM, IRFU SAp,Ctr Saclay,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA Saclay, CEA, CNRS Paris 7, Lab AIM,Irfu SAp,SEDI,Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA Saclay, IRFU Serv Astrophys, Univ Paris Diderot, CEA DSM CNRS,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CE Saclay, CNRS, Lab AIM Paris Saclay,CEA,DSM,Irfu, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CE Saclay, Serv Astrophys, Lab AIM,CEA,DSM,CNRS,IRFU, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA Saclay, Serv Astrophys, Lab AIM, UMR CEA CNRS Paris 7,Irfu, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris 07, CEA Saclay, CNRS, CEA DSM,Lab AIM,Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA DSM CNRS, Lab AIM Paris Saclay, IRFU SAp,Ctr Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris 07, IRFU Sap, Ctr Saclay, Lab AIM,CEA DSM CNRS, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris 07, IRFU SAp, CEA DSM CNRS, Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA DSM IRFU SAp, CEA IRFU CNRS INSU, Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA DSM CNRS, Serv Astrophys, Lab AIM,IRFU, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA Irfu Univ Paris Diderot CNRS INSU, Lab AIM Paris Saclay, Ctr Etud Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, CEA DSM CNRS, Lab AIM,Irfu Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, INSU, Lab AIM Paris Saclay, CEA,IRFU,CNRS, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Serv Astrophys, CEA Saclay, CNRS,CEA IRFU,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA Saclay, Serv Astrophys, Lab AIM, CEA DSM,CNRS,Irfu, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, CEA DSM, Lab AIM,UMR 7158,IRFU SAp, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA DSM CNRS, CEA Saclay, DAPNIA Serv Astrophys,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, DSM CNRS, Serv Astrophys CEA,Lab AIM,IRFU, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, CEA, IRFU,SAp Ctr Saclay,Lab AIM Paris Saclay,DSM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, IRFU, SAp Ctr Saclay, Lab AIM,CEA,DSM,CNRS, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA INSU CNRS Univ Paris Diderot, Lab AIM Paris Saclay, IRFU SAp CEA Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA DSM CNRS Univ Paris Diderot, Lab AIM, Irfu Serv Astrophys, CEA Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, CNRS INSU, AIM Paris Saclay,CEA DSM IRFU, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, Lab AIM, IRFU,Serv Astrophys,CEA,DSM,CNRS, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CE Saclay, CNRS, Lab AIM Paris Saclay,CEA DSM Irfu, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, Serv Astrophys, Lab AIM Paris Saclay,CEA,DSM,CNRS,Irfu, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, Lab AIM, CEA,DSM,IRFU,SAP, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA DSM CNRS, Lab AIM, IRFU Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA IRFU CNRS Univ Paris Diderot, CEA Saclay, Serv Astrophys, Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, CEA IRFU SAp, Lab AIM,Paris Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA IRFU CNRS INSU Univ Paris Diderot, CEA Saclay, Serv Astrophys, Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris 07, CNRS, CEA, CEA Saclay,UMR,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA Saclay, Serv Astrophys, SAp SEDI, Lab AIM,UMR CEA CNRS Paris 7, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, IRFU Serv Astrophys, Lab AIM, CEA DSM,CNRS, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Lab AIM, IRFU Serv Astrophys, CEA DSM,CNRS,CEA Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA DSM CNRS Univ Paris Diderot, Lab AIM, IRFU SAp, Ctr Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA DSM CNRS Univ Paris Diderot, Lab AIM, IRFU SEDI SAP, Serv Astrophys,CEA Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris 07, CEA Saclay, Irfu Serv Astrophys, Lab AIM,CEA,DSM,CNRS, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Lab AIM Paris Saclay, SAp Ctr Saclay, CEA,DSM,CNRS IRFU, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, Lab AIM Paris Saclay, CEA,DSM,Irfu,CNRS, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, CEA IRFU, Lab AIM,Serv Astrophys,CEA Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Serv Astrophys, CNRS, DSM,AIM,CEA,Irfu,UMR 7158, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, Lab AIM, CEA,DSM,IRFU SAp,Ctr Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Ctr Etud Saclay, Lab AIM Paris Saclay, CEA Irfu Uni Paris Diderot CNRS INSU, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris 07, Lab AIM, CNRS, CEA Saclay,DSM,IRFU,SAp,UMR 7158, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Lab AIM, CEA DSM CNRS, Irfu Serv Astrophys,CEA Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Irfu, CNRS INSU, AIM Paris Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, Lab AIM, CEA,IRFU,CNRS,INSU, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, CNRS INSU, Lab AIM,CEA IRFU, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Ctr Saclay, Lab AIM, CEA DSM CNRS,IRFU SAp, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS INSU, CEA IRFU, Lab AIM Paris Saclay,CEA Saclay,Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris 07, CNRS, CEA DSM, Lab AIM,IRUF SAp, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, Lab AIM, CEA,DSM,IRFU,Serv Astrophys,CE Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA Saclay, Univ Paris Diderot, CEA DSM CNRS, IRFU Serv Astrophys,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, CNRS, CEA CSM,IRFU,Serv Astrophys,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, CEA DSM, IRFU,Serv Astrophy,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, CNRS, Lab AIM,IRFU Serv Astrophys,CEA DSM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, CEA Saclay, Lab AIM,IRFU Serv Astrophys,CEA DSM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Lab AIM, Serv Astrophys, IRFU,CEA,DSM,CNRS,CEA Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, Serv Astrophys, CEA,DSM,CNRS,IRFU,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Serv Astrophys, CEA Saclay, Lab AIM,IRFU,CEA,DSM,CNRS, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, Serv Astrophys, Lab AIM,IRFU,CEA,DSM,CNRS, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, CEA DSM CNRS, Lab AIM,IRFU,Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, CNRS, IRFU Serv Astrophys CEA DSM,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA Saclay, Univ Paris Diderot, CNRS, CEA DSM,IRFU,Serv Astrophys,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, Lab AIM, IRFU Serv Astrophys CEA DSM CNRS, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Lab AIM, CEASaclay, IRFU Serv Astrophys CEA DSM CNRS, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS INSU, CEA IRFU,CEA Saclay, Lab AIM Paris Saclay,Serv Asrtophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, CEA DSM, IRFU,Serv Astrophys,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, CEA IRFU SAp, Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, IRFU Serv Astrophys, CEA DSM CNRS,Lab AIM, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CEA Saclay, CEA DSM CNRS, Irfu,Serv Astrophys,Lab AIM Paris Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA Saclay, SAp, Irfu, Lab AIM,UMR CEA CNRS Paris 7, F-91191 Gif Sur Yvette, France	CNRS
200919203N	CEA DSM CNRS Univ Paris Diderot IRFU SAp, Lab AIM, Ctr Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, Lab AIM Paris Saclay, CEA IRFU SAp, CNRS INSU, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris Diderot, CNRS, DSM, Lab AIM,CEA,IRFU,Serv Astrophys, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris 07, Lab AIM, CNRS, CPA,Ctr Orne IVIerisiers, F-91191 Gif Sur Yvette, France	CNRS
200919203N	Univ Paris 07, CNRS, INSU, Lab AIM,CEA,Irfu,CEA Saclay, F-91191 Gif Sur Yvette, France	CNRS
200919210W	Univ Paris 06, IPCM, UMR CNRS 7201, F-75005 Paris, France	CNRS
200919210W	Univ Paris 04, UPMC, IPCM, UMR CNRS 7201, F-75005 Paris, France	CNRS
200919210W	Univ Paris 06, Sorbonne Univ, IPCM, UMR 8232, F-75005 Paris, France	CNRS
200919210W	CNRS, Inst Parisien Chim Mol, UMR 8232, F-75005 Paris, France	CNRS
200919210W	Univ Paris 06, Sorbonne Univ, LabEx Michem, IPCM,CNRS,UMR 8232, F-75005 Paris, France	CNRS
200919210W	Univ Paris 06, Sorbonne Univ, Inst Parisien Chim Mol IPCM, LabEx MiChem,UMR 8232, F-75005 Paris, France	CNRS
200919210W	CNRS, Inst Parisien Chim Mol IPCM, UMR 8232, F-75005 Paris, France	CNRS
200919210W	Univ Paris 06, Univ Sorbonne, IPCM, UMR 8232, F-75005 Paris, France	CNRS
200919210W	CNRS, IPCM, UMR 8232, F-75005 Paris, France	CNRS
200919210W	Univ Paris 06, Sorbonne Univ, UMR 8232, IPCM, F-75005 Paris, France	CNRS
200919210W	CNRS, UMR 8232, IPCM, F-75005 Paris, France	CNRS
200919210W	Univ Paris 06, Sorbonne Univ, UMR 8232, IPCM, F-75252 Paris 05, France	CNRS
200919210W	CNRS, IPCM, UMR 8232, F-75252 Paris 05, France	CNRS
200919210W	UPMC Univ Paris 06, Sorbonne Univ, Lab Chim Polymeres, UMR 8232,IPCM, F-75005 Paris, France	CNRS
200919210W	Univ Paris 06, IPCM, CNRS UMR 7201, F-75005 Paris, France	CNRS
200919210W	CNRS, UMR 8232, Inst Parisien Chim Mol, F-75005 Paris, France	CNRS
200919210W	Univ Paris 06, Inst Univ France, Inst Parisien Chim Mol, CNRS,UMR 8232,Sorbonne Univ, F-75005 Paris, France	CNRS
200919210W	CNRS, Inst Parisian Chim Mol, UMR 8232, F-75005 Paris, France	CNRS
200919210W	Univ Paris 06, Sorbonne Univ, Inst Parisien Chim Mol, CNRS,UMR 8232, F-75005 Paris, France	CNRS
